Motor torpedo boat
mural;mural
muscle;muscle
museum;musée
mushing;mushing
music;musique
musical ensemble;ensemble musical
musical instrument;instrument de musique
musical instrument accessory;accessoire d'instrument de musique
musical keyboard;clavier musical
musician;musicien
mustang horse;mustang (cheval)
mythical creature;créature mythique
mythology;mythologie
narrow body aircraft;avion à fuselage étroit
national historic landmark;monument historique national
national park;parc national
natural disaster;catastrophe naturelle
nature;nature
nature reserve;réserve naturelle
naval architecture;architecture navale
naval officer;officier naval
naval ship;navire de guerre
naval trawler;chalutier naval
navy;marine
neck;cou
necklace;collier
needlework;travaux d'aiguille
neighbourhood;quartier
net;réseau filet
newspaper;journal
newsprint;papier journal
newtan;beige pâle
night;nuit
non commissioned officer;sous-officier
norwegian elkhound;chien d'élan norvégien
nose;nez
notebook;carnet
novel;roman
number;nombre
oar;rame
obelisk;obélisque
observatory;observatoire
ocean;océan
ocean liner;paquebot
off road vehicle;véhicule tout terrain
off roading;hors route
office;bureau
official;officiel
oil field;champ pétrolifère
oil filter;filtre à huile
old growth forest;forêt primaire
oldgold;vieil or
optical instrument;instrument optique
orange;orange
orangered;rouge-orange
orchestra;orchestre
orchestra pit;fosse d'orchestre
organ;organe
organ pipe;tuyau d'orgue
organism;organisme
organization;organisation
oryx;oryx
outcrop;affleurement
outdoor furniture;mobilier de jardin
outdoor recreation;loisirs de plein air
outdoor shoe;chaussure de plein air
outdoor structure;structure extérieure
outdoor table;table d'extérieur
outerwear;vêtements d'extérieur
outhouse;appentis
oval;ovale
overcoat;pardessus
overhead power line;ligne électrique aérienne
overpass;passerelle
owl;hibou
ox;boeuf
oxcart;charrette à boeufs
pack animal;animal grégaire
paddle;pagaie
padlock;cadenas
pagoda;pagode
paint;peinture
painting;peinture
palace;palais
palegreen;vert pâle
palm tree;palmier
panorama;panorama
paper;papier
paper product;produit en papier
parachute;parachute
parallel;parallèle
paratrooper;parachutiste
parcels;colis
parish;paroisse
park;parc
parson;pasteur
partisan;partisan
passenger;passager
passenger car;voiture de chemin de fer
passenger ship;navire à passagers
passive circuit component;composant de circuit passif
pasture;pâturage
path;chemin
patrol boat river;navire patrouilleur
pattern;modèle motif
paw;patte
peach;pêche
peddler;colporteur
pedestrian;piéton
pelican;pélican
pendant;pendentif
people;personnes
percussion;percussion
performance;performance
performing arts;spectacle vivant
person;personne
personal protective equipment;équipement de protection individuelle
pest;animal nuisible
petal;pétale
phasianidae;phasianidae (oiseau)
phenomenon;phénomène
philosopher;philosophe
Photo;photo
photo caption;légende de photo
photo shoot;séance photo
photograph;photographie
photograph album;album photo
photographer;photographe
photographic paper;papier photographique
photography;photographie
photojournalist;photojournaliste
photomontage;photomontage
phragmites;phragmites
physical fitness;forme physique
pianist;pianiste
piano;piano
picture frame;cadre
pier;jetée
pig;porc
pig like mammal;cochon (animal)
pilgrimage;pèlerinage
pilgrims;pèlerins
pilot;pilote
pine family;pin (Pinacées)
pink;rose
pipe;tuyau
piste;piste
pitchfork;fourche
place of worship;lieu de culte
placemat;napperon
plain;plaine
plan;plan
planet;planète
plant;plante
plant community;formation végétale
plant stem;tige (plante)
plantation;plantation
plaster;plâtre
plate;assiette
plateau;plateau
play vehicle;véhicule jouet
player;joueur
player piano;piano automatique
plaza;place
plough;charrue
plucked string instruments;instruments à cordes pincées
plumbing fixture;robinetterie (plomberie)
plywood;contre-plaqué
point;point
polder;polder
pole;pôle
police;police
police officer;officier de police
pollinator;pollinisateur
pollution;pollution
pontoon bridge;pont flottant
poodle;caniche
pope;pape
port;port
portable stove;réchaud
portrait;portrait
portrait photography;photographie de portrait
post;poster
postage stamp;timbre-poste
postcard;carte postale
poster;affiche
pottery;poterie
pradal serey;pradal serey (box)
prairie;prairie
pre dreadnought battleship;pré-dreadnought (cuirassé)
prelate;prélat
presentation;présentation
presidential palace;palais présidentiel
priesthood;prêtrise
printmaking;gravure
prisoner;prisonnier
prisoneros;prisonnier
prisonniers;prisonniers
produce;produits
product;produit
product design;conception de produits
production designer;chef de production
profession;profession
professional;professionnel
propeller;hélice
propeller driven aircraft;avion à hélice
property;propriété
prophet;prophète
protected cruiser;croiseur protégé
public relations;relations publiques
public space;espace public
public toilet;toilette publique
public transport;transport public
public utility;service public
pueblo;pueblo
purple;violet
pyramid;pyramide
qari;qari
quarry;carrière
quartermaster;intendant
quartz;quartz
race;course
race car;voiture de course
racing bicycle;vélo de course
racket;raquette
racquet sport;sport de raquette
radio;radio
radiography;radiographie
radiology;radiologie
rail transport;transport ferroviaire
railroad car;wagon de chemin de fer
rain;pluie
rallying;rassemblement
ranch;ranch
ranged weapon;arme de jet
rapid;rapide
rapid transit;métro
rat;rat
ratite;ratite (oiseau)
raven;corbeau
razor;rasoir
recipe;recette
reconnaissance;reconnaissance
recreation;loisirs
rectangle;rectangle
red;rouge
reefer ship;navire frigorifique
reflection;réflexion
rein;rêne
reindeer;renne
relief;soulagement
religion;religion
religious institute;institut religieux
religious item;article religieux
reptile;reptile
reservoir;réservoir
residential area;zone résidentielle
restaurant;restaurant
retro style;style rétro
rhinoceros;rhinocéros
rickshaw;pousse-pousse
ridge;crête
rifle;fusil
rigid airship;dirigeable rigide
rim;jante
ritual;rituel
river;rivière
river gunboat;canonnière fluviale
road;route
road bicycle;vélo de route
road surface;chaussée
robe;peignoir
rock;roche
rock climbing;escalade
rocket;fusée
rodent;rongeur
rodeo;rodéo
roller coaster;montagnes russes
rolling stock;matériel roulant
romance;romance
roof;toit
room;pièce
rooster;coq
rope;corde
rotorcraft;giravion
rowing;aviron
Roy;roi
royal mail ship;navire postal royal
royal yacht;yacht royal
rubble;décombres
ruins;ruines
ruler;règle
running;fonctionnement
rural area;zone rurale
saarloos wolfdog;chien-loup de Sarloos
safari;safari
sahara;Sahara
sail;voile
sailboat;voilier
sailing;voile
sailing ship;voilier
salmon;saumon
sand;sable
santa claus;père Noël
sardine;sardine
sash window;fenêtre à guillotine
satellite;satellite
savanna;savane
scaffolding;échafaudage
scale model;modèle réduit
scaled reptile;reptile à écailles
scarlet;écarlate
schematic;schéma
schipperke;Schipperke (chien)
school;école
schooner;goélette
scientific instrument;instrument scientifique
scow;chaland
scrap;ferraille
screen;écran
screenshot;capture d'écran
screw;vis
sculpture;sculpture
sea;mer
sea captain;capitaine de marine
sea cave;grotte marine
seabird;oiseau de mer
seafood;fruit de mer
seaplane;hydravion
seaplane tender;transport d'hydravions (navire)
seat of local government;siège du gouvernement local
security;sécurité
sedan;chaise à porteurs
segway;segway
self portrait;autoportrait
self propelled artillery;artillerie automotrice
semisweetchocolate;morceaux de chocolat
senior citizen;personne âgée
serpent;serpent
serveware;plats corbeilles
service;service
session musician;musicien de session
shack;cabane
shadow;ombre
shed;cabanon
sheep;mouton
sheet music;partition
shelf;étagère
shelving;rayonnage
shepherd;berger
ship;navire
ship of the line;navire de ligne
shipwreck;naufrage
shoe;chaussure
shooting range;champ de tir
shopping;achats
shore;rive
shot tower;tour de tir
shotgun;fusil à pompe
shoulder;épaule
shrine;tombeau
shrub;arbuste
shrubland;arbuste
siberian husky;Husky sibérien (chien)
sideboard;buffet
sidecar;side-car
sidewalk;trottoir
sienna;terre de sienne
sign;signe
signage;signalisation
signature;signature
silhouette;silhouette
sill;sill (géologie)
silo;silo
silver;argent
sink;évier
sitting;assis
skateboard;planche à roulette
skateboarder;skateur
skateboarding;faire de la planche à roulettes
skateboarding equipment and supplies;matériel et fournitures de planche à roulettes
skating;patinage
skeleton;squelette
sketch;esquisse
ski;ski
ski equipment;équipement de ski
ski pole;bâton de ski
skiff;skiff
skiing;ski
skin;peau
skin head percussion instrument;instrument à percussion
skipjack;skipjack (voilier)
skull;crâne
sky;ciel
skyline;ligne d'horizon
skyscraper;gratte-ciel
skyway;route aérienne
slate;ardoise
slave ship;navire négrier
sled;traîneau
sled dog;chien de traineau
sled dog racing;courses de chiens de traineau
sleeve;manche
sloop of war;sloop-of-war (navire)
slum;taudis
small appliance;petit électroménager
small to medium sized cats;chats de taille petite à moyenne
smile;sourire
smoke;fumée
snake;serpent
snapshot;instantané
sniper;tireur d'élite
sniper rifle;fusil de sniper
snout;museau
snow;neige
snowboard;snowboard
snowboarding;snowboard
snowmobile;motoneige
social group;groupe social
soil;sol
soldier;soldat
sound;son
sound box;boîte à sons
space;espace
spacecraft;vaisseau spatial
spanish missions in california;missions espagnoles en Californie
speaker;orateur
sphere;sphère
spider web;toile d'araignée
spinet;épinette
spiral;spirale
spire;flèche
spoil tip;terril
spoke;rayon (roue)
sport climbing;escalade sportive
sport utility vehicle;véhicule de sport
sport venue;complexe sportif
sports;sports
sports equipment;équipement sportif
spruce;épicéa
square;carré
stable;stable
stadium;stade
staff;personnel
stage;scène (théâtre)
stairs;escaliers
stall;stand échoppe
stallion;étalon
stampe sv 4;Stampe SV-4
standing;debout
star;étoile
starfish;étoile de mer
state park;parc naturel
stately home;maison seigneuriale
station master;chef de gare
statue;statue
steam;vapeur
steam car;voiture à vapeur
steam engine;machine à vapeur
steam frigate;frégate à vapeur
steamboat;bateau à vapeur
steel;acier
steeple;clocher
stele;stèle
stemware;verres à pied
stencil;pochoir
steppe;steppe
still life;nature morte
still life photography;photographie de nature morte
stitch;point
stock photography;banque d'images
stockman;mannequin de couturière
stone carving;sculpture sur pierre
stone tool;outil de pierre
stone wall;mur de pierre
storage basket;panier de rangement
storm;orage
stovetop kettle;bouilloire
straw;paille
street;rue
street dog;chien de rue
street light;éclairage public
striking combat sports;sports de combat
string instrument;instrument à cordes
structure;structure
studio couch;canapé
style;style
subcompact car;voiture citadine
submarine;sous-marin
submarine chaser;chasseur de sous-marins
suburb;banlieue
subway;métro
subwoofer;caisson de basse
suit;costume
summer;été
sundial;cadran solaire
sunglasses;lunettes de soleil
sunlight;lumière du soleil
superhero;super héros
supernatural creature;créature surnaturelle
supersonic transport;transport supersonique
supervillain;supervillain
surface water sports;sports nautiques
surfing equipment and supplies;matériel et fournitures de surf
suspension bridge;pont suspendu
swamp;marais
sword;épée
symbol;symbole
symmetry;symétrie
synagogue;synagogue
table;table
tablecloth;nappe de table
tableware;vaisselle
taekkyeon;taekkyeon
tail;queue
tall ship;vieux gréement (voilier)
tan;beige
tank;réservoir
tank ship;navire-citerne
tap;robinet
tapestry;tapisserie
tartane;tartane
tattoo;tatouage
teal;bleu canard
team;équipe
team sport;sport d'équipe
teapot;théière
technical drawing;dessin technique
technology;technologie
telephony;téléphonie
temperate coniferous forest;forêt de conifères tempérée
temple;temple
temporary tattoo;tatouage temporaire
tennis;tennis
tennis player;joueur de tennis
tent;tente
terrain;terrain
terrestrial animal;animal terrestre
text;texte
textile;textile
texture;texture
theatre;théâtre
thigh;cuisse
thoroughfare;voie de communication
thread;fil
thumb;pouce
tied arch bridge;pont en arc attaché
tiger;tigre
tile;tuile
tire;pneu
toddler;bambin nourrisson
tom tom drum;tom (tambour)
tongue;langue
tool;outil
toolroom;atelier
tooth;dent
top;top (vêtement)
torpedo boat;torpilleur
tortoise;tortue
tourism;tourisme
tourist attraction;attraction touristique
tours;visites
tower;tour
tower block;tour
town;ville
town square;place de ville
Toy;jouet
track;piste
tractor;tracteur
tradition;tradition
traditional sport;sport traditionnel
trail;piste
trailer;bande annonce
train;train
train station;gare
training ship;navire-école
tram;tram
transformer;transformateur
transistor;transistor
transmission tower;tour de transmission
transport;transport
transporter bridge;pont transbordeur
travel trailer;caravane
tree;arbre
trestle;chevalet
triangle;triangle
tribal chief;chef de tribu
tricycle;tricycle
trident;trident
trigger;déclencheur
triumphal arch;arc de triomphe
troop;troupe
troopship;transport de troupes
trophy;trophée
truck;camion
trumpet;trompette
trunk;tronc
truss bridge;pont à treillis
tugboat;remorqueur
tundra;toundra
tunnel;tunnel
turquoise;turquoise
turret;tourelle
turtle;tortue
tuxedo;smoking
twig;brindille
types of trombone;types de trombone
typesetting;composition typographique
tyrannosaurus;tyrannosaure
ultramarathon;ultramarathon
unesco world heritage site;patrimoine mondial de l'UNESCO
uniform;uniforme
universe;univers
urban area;zone urbaine
urban design;design urbain
urn;urne
vacation;vacances
vase;vase
vault;voûte
vegetation;végétation
vehicle;véhicule
vehicle door;porte de véhicule
velociraptor;vélociraptor (dinosaure)
vertebrate;vertébré
verydarkbrown;verydarkbrown
verylightgrey;gris très clair
viaduct;viaduc
victory ship;Victory ship (navire)
vierendeel bridge;pont Vierendeel
village;village
vintage advertisement;publicité vintage
vintage base ball;balle de base vintage
vintage car;voiture ancienne
vintage clothing;vêtements vintage
violet;violet
violinist;violoniste
virtuoso;virtuose
vision care;soins de la vue
visual arts;arts visuels
vulture;vautour
wadi;oued
wagon;wagon
walking;marche
walking shoe;chaussure de marche
walkway;passerelle
wall;mur
wall & ball sports;sports de balle
wallpaper;fond d'écran
water bird;oiseau aquatique
water feature;pièce d'eau fontaine
water transportation;transport de l'eau
western riding;équitation western
wind wave;vague
window screen;moustiquaire
wolfdog;chien-loup
wood stain;lasure
workhouse;workhouse (hospice)
wall clock;horloge murale
wallet;portefeuille
war;guerre
warrior;guerrier
warship;navire de guerre
waste;déchets
waste containment;confinement des déchets
watch accessory;accessoire de montre
watch strap;bracelet de montre
water;eau
water castle;château d'eau
water resources;ressources en eau
water sport;sport nautique
water tank;réservoir d'eau
water tower;château d'eau
watercolor paint;peinture à l'aquarelle
watercourse;cours d'eau
watercraft;embarcation
watercraft rowing;bateau à rames
waterway;voie navigable
wave;vague
weapon;arme
weapon combat sports;sports de combat avec armes
wedding;mariage
wedding dress;robe de mariée
weighing scale;balance
wetland;zone humide
wetsuit;combinaison de plongée
whales dolphins and porpoises;baleines dauphins et marsouins
wheat;blé
wheel;roue
wheelbarrow;brouette
wheelchair;fauteuil roulant
whiskers;moustaches
whisky;whisky
white;blanc
wide body aircraft;avion gros porteur
wilderness;région sauvage
wildlife;faune
wind;vent
wind instrument;instrument à vent
windmill;moulin à vent
window;fenêtre
wine;vin
wing;aile
winter;hiver
winter sport;sport d'hiver
winter storm;tempête hivernale
wire;câble
wire fencing;clôture grillagée
woman;femme
wood;bois
woodland;bois
woodwind instrument;instrument à vent
woody plant;plante ligneuse
wool;laine
world;monde
world rally championship;championnat du monde des rallyes
writing;écriture
x ray;rayons x
xing yi quan;xing yi quan (art martial)
yawl;yawl (voilier)
yak;yak
yellow;jaune
zebra;zèbre
zebu;zébu
zen master;maître zen
zeppelin;zeppelin
amber;ambre
american larch;mélèze d'Amérique (arbre)
ananas;ananas (fruit)
annual plant;plante annuelle
arrowroot family;Marantaceae (plante)
aster;aster (plante)
astilbe;astilbe (plante)
baguette;baguette
balcony;balcon
black cat;chat noir
black-and-white;noir et blanc
black-eyed susan;Rudbeckie hérissée (plante)
blouse;chemisier
book cover;couverture de livre
botany;botanique
bouquet;bouquet
broomrape;orobanches (plante)
brush-footed butterfly;nymphalidés (papillon)
buddleia;Buddleja (plante)
buttercream;Echinacea Buttercream (plante)
butterfly;papillon
cactus;cactus (plante)
cake decorating;décoration de gâteaux
california lilac;lilas de Californie (plante)
camellia;camélia (plante)
candy;bonbons
candy cane;sucre d'orge
canidae;Canidés
canoe birch;bouleau (Betula papyrifera)
carnivore;carnivore
carpet;tapis
artwork;oeuvre d'art
chain-link fencing;grillage
choreography;chorégraphie
christmas eve;réveillon de Noël
ciconiiformes;Ciconiidae (oiseau)
cinquefoil;potentille (plante)
circus;cirque
cobblestone;pavé
cocktail dress;robe de cocktail
collar;collier
colorado spruce;épinette du Colorado (arbre)
concert dance;concert dansé
confectionery;confiserie
coquelicot;coquelicot (plante)
crochet;crochet
cross-stitch;point de croix
cushion;coussin
dahlia;dahlia (plante)
daisy family; marguerite (plante)
dance;danse
decorative rubber stamp;tampon décoratif
drama;drame
earthenware;faïence
edelweiss;Edelweiss (plante)
electronic signage;signalisation électronique
embellishment;embellissement
emperor moths;papillons empereur
fawn;faon
fern;fougère (plante)
finial;épi de faîtage
flannel flower;Actinotus helianthi (plante)
flock;troupeau
floral design;art floral
floristry;fleuriste
flower Arranging;arrangement floral
flowerpot;pot de fleur
folk dance;danse folklorique
food grain;grain
fractal art;art fractal
fruit tree;arbre fruitier
games;jeux
garden roses;roses de jardin
gazania;Gazanie (plante)
gemstone;gemme
geranium;géranium (plante)
gerbera;gerbera (plante)
gladiolus;glaïeul (plante)
goose;oie
graffiti;graffiti
grille;grille
groundcover;plante couvrante
heater;chauffe-eau
hemp family;chanvre (plante)
herb;herbe
herbaceous plant;plante herbacée
hibiscus;hibiscus (plante)
holiday ornament;décoration de Noël
holly;houx (plante)
holy places;lieux saints
home door;porte de maison
honeysuckle;chèvrefeuille (plante)
honeysuckle family;chèvrefeuille (plante)
household thermometer;thermomètre de maison
houseplant;plante d'appartement
hummingbird;colibri
hunting dog;chien de chasse
icing;glaçage
icon;icône
ink;encre
jack pine;pin gris (arbre)
kaleidoscope;kaléidoscope
knitting;tricot
knot;noeud
lavender;lavande (plante)
leather;cuir
lilac;lilas (plante)
lily family;lilas (plante)
limestone;calcaire
linen;lin (plante)
linens;linge de maison
local food;cuisine
lorikeet;loris et loriquets (oiseau)
macaw;ara (oiseau)
mail;currier
marine biology;biologie marine
material property;propriété
meringue;meringue
molding;moulage
mosaic;mosaïque
motif;motif
musical;musical
musical theatre;comédie musicale
nameplate;plaque signalétique
nativity scene;crèche
natural material;matériau naturel
nettle family;ortie (plante)
nonbuilding structure;structure
octopus;poulpe
olive;olive
opera;opéra
oregon pine;pin de l'Oregon (arbre)
ornament;ornement
ostrich fern;fougère autruche (plante)
paisley;cachemire
arrot;perroquet (oiseau)
patchwork;patchwork
peafowl;paon (oiseau)
pedestal;piédestal
pedicel;pédicelle
peony;pivoine (plante)
perching bird;passereaux (oiseau)
perennial plant;plante vivace
performance art;performance
perilla frutescens;pérille (plante)
pheasant;faisan (oiseau)
pine;pin (arbre)
pineapple;ananas
plaid;plaid
plant pathology;pathologie végétale
platter;plat
poales;poales (plantes)
polka dot;à pois
pond;étang
porcelain;porcelaine
poultry;volaille
prayer rug;tapis de prière
psychedelic art;art psychédélique
quilt;courtepointe
quilting;quilting
ring-necked pheasant;faisan à collier (oiseau)
rosa \'d7 centifolia;rosier cent-feuilles (plante)
rosa dumalis;Rosa dumalis (plante)
rose;rose (plante)
rose family;rose (plante)
rose order;rose (plante)
rug;couverture
satin;satin
scene;scène
seagreen;vert de mer
shower curtain;rideau de douche
silk;soie
snowflake;flocon de neige
sorbus;sorbier (plante)
sorrel;oseille (plante)
souvenir;souvenir
sporting Group;groupe sportif
stained glass;vitrail
stork;cigogne (oiseau)
street art;art de rue
subshrub;arbuste nain (plante)
sunflower;tournesol (plante)
superfruit;superfruit
t-shirt;T-shirt
tartan;tartan
teacup;tasse à thé
terrestrial plant;plante terrestre
theaceae;théacées (plante)
theater curtain;rideau de théâtre
theatrical scenery;décor théâtral
thistle;chardon (plante)
thorns;épines
tickseed;coreopsis (plante)
tiger lily;lis tigre (plante)
tile flooring;carrelage
tints and shades;teintes et nuances
tray;plateau
tread;bande de roulement
tulip;Tulipe (plante)
varnish;vernis
vascular plant;plante vasculaire
vegetable;légume
vegetarian food;nourriture végétarienne
victorian fashion;mode victorienne
water lily;nénuphar (plante)
western Tanager;piranga à tête rouge (oiseau)
wicker;osier (plante)
wildflower;fleurs sauvages
window treatment;habillage de fenêtre
window valance;cantonnière
woodworking;travail du bois
woolen;laine
woven fabric;étoffe tissée
wrapping paper;papier cadeau
zipper;fermeture éclair
Maze;labyrinthe
Puzzle;puzzle
stole;étole
Chrysanths;chrysanthèmes
corn poppy;coquelicot
english marigold;souci officinal
Cephalopod;céphalopode
Southernwood;citronnelle
Parsley;persil
Chandelier;chandelier
Stonecrop family;Crassulaceae (pante)
Deciduous;plante caduque
Autumn;automne
Protea family;Protéacées (plante)
Protea;Protéacées (plante)
Echeveria;Echeveria (plante)
Succulent plant;succulente (plante)
Blossom;floraison
Pomegranate;grenadier
Cherry;cerise
Morning glory;ipomée (plante)
Weigela;weigela (plante)
crab;crabe
English lavender;lavande vraie
Violet family;violacées (plante)
Rose hip;cynorhodon
Delphinium;Delphinium (plante)
Aquatic plant;plante aquatique
camomile;camomille (plante)
Pink family;oeillet (plante)
stain;tache
Colorfulness;coloré
Sea snail;bigorneau
Scottish terrier;terrier écossais
Pembroke welsh corgi;Welsh Corgi Pembroke (chien)
Berry;baie rouge
Dew;rosée
Glitter;éclat
Chinese peony;pivoine de Chine
Kitchen towel;torchon de cuisine
Towel;torchon
Parsley family;Apiacées (plante)
Dandelion;pissenlits
Rabbits and Hares;lièvres et lapins
Rabbit;lapin
Throw pillow;coussin décoratif
Tie;cravate
Trunks;
Sarong;sarong
Fireworks;feu d'artifice
Dianthus;oeillet (plante)
Ferns and horsetails;prêles
Rosa × centifolia;rosier cent-feuilles
Spring;printemps
Hawthorn;aubépine
Rowan;sorbier
Begonia;bégonia
Parrot;perroquet
water smartweed;renouée amphibie
Orchids of the philippines;orchidées des Philippines
Lantana;lantanier
Viburnum;viorne
oakleaf hydrangea;hortensia à feuilles de chêne
Guelder rose;viorne obier
Moschatel family;Adoxacées (plante)
Japanese Camellia;camélia du Japon
Plane;platane
Daphne;Daphné
Dishcloth;torchon
Borage family;Boraginacées (plante)
Flower Arranging;arrangement floral
orchid;orchidées
Heteromeles;Heteromeles arbutifolia (plante)
Arctostaphylos;Arctostaphyle raisin-d'ours
Ivy;lierre
Doodle;griffonnage
Magnolia;magnolia
Ixia;ixia (plante)
Amaryllis belladonna;Amaryllis belladonne (plante)
Alstroemeriaceae;Alstroemeriaceae (plante)
Castilleja;Castilleja (plante)
Whole grain;grain
Impatiens;impatientes
Emerald;émeraude
Velvet;velours
african daisy;marguerite d'Afrique
Marguerite daisy;marguerite de Paris
Drawer;tiroir
plum;prune
Moisture;humidité
Drop;goutte
Ice plant family;Aizoacées (plante)
daisy;marguerite
Aqua;aqua
aquamarine;bleu vert
Azure;bleu azur
brightgold;or brillant
Caramel color;caramel (couleur)
Carmine;carmin
Cobalt blue;bleu cobalt
darkblue;bleu foncé
darkcyan;cyan foncé
darkorchid;rouge orchidée foncé
darkslateblue;bleu ardoise foncé
darkturquoise;turquoise foncé
darkyellow;jaune foncé
Electric blue;bleu électrique
huntergreen;vert chasseur
Magenta;magenta
Majorelle blue;bleu majorelle
mediumforestgreen;vert moyen
mediumseagreen;vert moyen
mediumvioletred;violet moyen
navyblue;bleu marine
neonpink;rose néon
newmidnightblue;bleu nuit
richblue;bleu riche
skyblue;bleu ciel
springgreen;vert printanier
steelblue;bleu acier
violetred;violet rouge
black;noir
black and white;noir et blanc
blue;bleu
blueviolet;bleu violet
beige;beige
brown;marron
cadetblue;bleu cadet
cornflowerblue;bleuet
copper;cuivre
darkbrown;marron foncé
darkgray;gris foncé
darkgreen;vert foncé
darkgreencopper;vert cuivre foncé
darkolivegreen;vert olive foncé
darkred;rouge foncé
darkslategrey;gris ardoise foncé
dimgrey;gris foncé
dustyrose;vieux rose
gray;gris
green;vert
greencopper;vert cuivre
greenyellow;vert jaune
grey;gris
indianred;rouge indien
lightblue;bleu clair
lightgray;gris clair
lightgrey;gris clair
lightsteelblue;bleu clair
lightwood;bois clair
limegreen;vert citron
mandarianorange;orange mandarine
mediumgoldenrod;jaune d'or
mediumturquoise;turquoise moyen
midnightblue;bleu nuit
oldgold;vieil or
orange;orange
orangered;rouge-orange
palegreen;vert pâle
pink;rose
darktan;brun foncé
darkwood;bois foncé
maroon;bordeaux (couleur)
mediumwood;bois moyen
purple;violet
red;rouge
scarlet;écarlate
sienna;terre de sienne
newtan;beige pâle
salmon;saumon
teal;bleu canard
turquoise;turquoise
verydarkbrown;marron très foncé
verylightgrey;gris pâle
violet;violet
white;blanc
slateblue;bleu ardoise
bronzeii;bronze
darkpurple;violet foncé
forestgreen;vert forêt
coral;corail
neonblue;bleu néon
mediumblue;bleu moyen
yellowgreen;jaune-vert
